Date,Close,High,Low,Open,Volume,Stock,Adj Close,MA20,Return,Volatility,FutureReturn,Score
2018-01-30,1294.6292724609375,1315.5504378111707,1290.872021998956,1305.7776167303982,1574758,TCS.NS,,1181.5731811523438,-0.0143801244905131,0.0189882798653088,-0.0493522150508556,-0.05884635498351
2018-01-31,1277.998779296875,1293.458649724753,1272.3527296353782,1288.1205664084289,3043214,TCS.NS,,1191.5794860839844,-0.0128457570965083,0.0193552331049668,-0.0505401186662114,-0.0602177352186948
2018-02-01,1288.7774658203125,1309.8833836897018,1268.3284826018496,1282.7823481650871,2400630,TCS.NS,,1201.9721435546876,0.0084340350695544,0.0193058988602335,-0.052379953332484,-0.0620329027626008
2018-02-02,1294.9571533203125,1309.8832930128858,1274.343962928431,1281.139772476553,2456490,TCS.NS,,1212.295867919922,0.0047949996519116,0.0193242097329414,-0.0576948836895374,-0.0673569885560081
2018-02-05,1274.241455078125,1309.0622011820428,1263.4216316013408,1277.0337031606502,2757742,TCS.NS,,1220.926336669922,-0.0159972074667271,0.0200856489441388,-0.0437932877115732,-0.0538361121836426
2018-02-06,1230.7364501953125,1263.5450988504126,1225.7063320820778,1235.9718792519443,2657306,TCS.NS,,1226.8653930664063,-0.0341418847341967,0.0221246370437404,-0.0285097696503131,-0.0395720881721833
2018-02-07,1213.4085693359375,1244.5952903964303,1210.2878020150793,1242.95280238535,2180324,TCS.NS,,1232.0486694335937,-0.0140792781887829,0.0224968063843892,-0.0098819515780449,-0.0211303547702395
2018-02-08,1221.2713623046875,1243.1986270195384,1215.0299308678648,1223.5503333908484,2755004,TCS.NS,,1235.6259826660155,0.0064799220703155,0.0212687440121964,-0.0138354595935592,-0.0244698315996574
2018-02-09,1220.2447509765625,1229.4016369260708,1189.4275656456746,1211.3342782003704,2102458,TCS.NS,,1239.4817260742188,-0.0008406086966517,0.0211880723818859,-0.0161859778346769,-0.0267800140256198
2018-02-12,1218.438232421875,1241.4536071050898,1213.6134256967812,1222.9550727602607,1974562,TCS.NS,,1243.5369689941406,-0.0014804559111946,0.0211269339431898,-0.0075992997407389,-0.0181627667123338
2018-02-14,1195.6484375,1221.373850162514,1187.7234176366655,1219.5466034160402,2847532,TCS.NS,,1247.072308349609,-0.0187041035938079,0.0214792899125627,0.0448177758865155,0.0340781309302342
2018-02-15,1201.417724609375,1208.4598477405657,1192.897323032543,1203.92245721241,2465236,TCS.NS,,1248.750573730469,0.0048252370248884,0.0198632652898778,0.0425007523866558,0.0325691197417169
2018-02-16,1204.37451171875,1231.7014175771262,1200.2477418209917,1200.2477418209917,2515756,TCS.NS,,1249.7962890625,0.0024610816444683,0.019672182495686,0.0486693202960075,0.0388332290481645
2018-02-19,1200.493896484375,1212.689343507483,1188.83217758476,1209.2811626257426,1568224,TCS.NS,,1250.048876953125,-0.0032221000997746,0.0195745718962223,0.036975341569825,0.0271880556217138
2018-02-20,1209.178955078125,1225.7270392725693,1202.2599353049868,1202.3010375986926,1889068,TCS.NS,,1249.8938720703125,0.0072345712203818,0.0193813434045639,0.0331434944739306,0.0234528227716486
2018-02-21,1249.2347412109375,1257.5703839277498,1215.4610976466947,1221.1892517940198,3089228,TCS.NS,,1248.3724975585938,0.0331264334072243,0.0164185955640941,-0.0023830995753161,-0.0105923973573631
2018-02-22,1252.4788818359375,1264.3048124406546,1241.1046754147058,1253.2180212955109,3463010,TCS.NS,,1247.3089904785156,0.0025969023418732,0.0164158692540959,-0.0040982204528577,-0.0123061550799057
2018-02-23,1262.9906005859375,1268.4107885024516,1228.6215746670205,1252.3965376926117,3362500,TCS.NS,,1245.2805114746093,0.0083927313286045,0.0155768333044449,0.009769950356737,0.0019815337045145
2018-02-26,1244.882568359375,1268.8012973809934,1240.571037806122,1262.6625191669762,1363882,TCS.NS,,1243.4460815429688,-0.014337424378425,0.0154549036146528,0.0036609839618799,-0.0040664678454464
2018-02-27,1249.25537109375,1264.1198613671197,1245.005395031371,1248.7009915205804,1717800,TCS.NS,,1240.232958984375,0.0035126226726251,0.0142329246796964,-0.004897644104398,-0.0120141064442462
2018-02-28,1246.2576904296875,1258.1246201241324,1240.673193956148,1246.237139290186,2706864,TCS.NS,,1237.8143798828123,-0.0023995739649596,0.0139518926278527,-0.0102466926618098,-0.0172226389757362
2018-03-01,1247.345947265625,1256.995560536163,1240.0779607245183,1251.985994122204,1718124,TCS.NS,,1236.28173828125,0.0008732197556688,0.0137159878918824,-0.0011848399208553,-0.0080428338667965
2018-03-05,1275.3299560546875,1278.532726393427,1245.395562027604,1251.9860629928935,2858168,TCS.NS,,1235.6093627929688,0.022434841633476,0.0145607389219374,-0.0172899687130982,-0.024570338174067
2018-03-06,1249.4400634765625,1284.0143998275255,1244.2456374305552,1281.9612907775938,1906764,TCS.NS,,1233.3335083007812,-0.0203005445416,0.0151564853217491,-0.0512682780851149,-0.0588465207459895
2018-03-07,1243.136962890625,1268.4107550259323,1239.4619177875616,1260.6089407347404,1917772,TCS.NS,,1231.7782836914062,-0.0050447402562066,0.0148056985171879,-0.0464250104430792,-0.0538278597016731
2018-03-08,1233.4876708984375,1254.4088372377328,1226.7329605047196,1254.4088372377328,1951826,TCS.NS,,1231.9158447265625,-0.0077620505867272,0.0127411577898179,-0.0446913430946356,-0.0510619219895446
2018-03-09,1245.8680419921875,1257.8170800446158,1222.5035939489876,1233.9189036902642,1872436,TCS.NS,,1233.538818359375,0.0100368827235479,0.0124578333447379,-0.0686862265706239,-0.0749151432429929
2018-03-12,1253.279541015625,1266.316785810414,1246.442726758466,1249.5223908832195,2091340,TCS.NS,,1235.139227294922,0.0059488635823632,0.0124469840990432,-0.0724571646303749,-0.0786806566798966
